field,classification,recommendation,sample_nonnull_pct,sample_unique_values,sample_bytes_100_trades,prod_read_count,prod_write_count,read_files,write_files,string_ref_files
mae,RETAIN,,100.0,72,2127,24,9,src/aesDiscovery/AesDiscoveryTab.jsx | src/aesDiscovery/aesDiscoveryAnalytics.js | src/aesDiscovery/aesDiscoveryShadowEngine.js | src/app/LongLabApp.jsx | src/filters/filterAnalytics.js | src/filters/longFilterAnalytics.js | src/lifecycle/longTradeLifecycle.js | src/liveExitAudit/liveExitAudit.signals.js | src/outcomes/longPostFee10Support.js | src/scoring/postFee10/postFee10.analytics.js | src/scoring/postFee10/postFee10.outcomes.js | src/sessionHealth/sessionHealth.metrics.js,src/aesDiscovery/aesDiscoveryShadowEngine.js | src/app/LongLabApp.jsx | src/lifecycle/longTradeLifecycle.js,src/aesDiscovery/AesDiscoveryTab.jsx | src/aesDiscovery/aesDiscoveryAnalytics.js | src/app/LongLabApp.jsx | src/export/longTradeExportSchema.js
spreadPct,RETAIN,,100.0,100,2094,73,18,src/aesDiscovery/aesDiscoveryAnalytics.js | src/aesDiscovery/aesDiscoveryLabels.js | src/aesDiscovery/aesDiscoveryShadowEngine.js | src/app/LongLabApp.jsx | src/audits/bestDnaAudit.js | src/audits/bestDnaLongAudit.js | src/audits/bestDnaLongAuditV2.js | src/audits/topGainerExhaustionAudit.js | src/entryPolicy/gainerDiagnosticGate.js | src/entryPolicy/loserDiagnosticGate.js | src/longAudits/longEntryDangerAuditLogOnly.js | src/longAudits/topGainerContinuationAudit.js | src/longBuckets/topGainerLongClassifier.js | src/longBuckets/topLoserLongClassifier.js | src/longGate/longGateAudit.js | src/research/longPreviewScorers.js | src/research/normalizeLongEntryFacts.js | src/scoring/absoluteEntryScore/absoluteEntryScore.features.js | src/scoring/absoluteEntryScore/absoluteEntryScore.legacy-v2.js | src/scoring/absoluteEntryScore/absoluteEntryScore.scorer.js | src/scoring/candidateRunner/candidateRunner.scorer.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.features.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.scorer.js | src/scoring/longCandidateRunner/longCandidateRunner.features.js | src/scoring/longPostFee10/longPostFee10.features.js | src/scoring/postFee10/postFee10.scorer.js | src/shadowLong/shadowLongAudit.js | src/telemetry/entryTelemetry.js,src/aesDiscovery/aesDiscoveryShadowEngine.js | src/aesDiscovery/aesDiscoveryTelemetry.js | src/app/LongLabApp.jsx | src/research/longPreviewScorers.js | src/research/normalizeLongEntryFacts.js | src/scoring/absoluteEntryScore/absoluteEntryScore.features.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.features.js | src/scoring/postFee10/postFee10.scorer.js | src/shadowLong/binancePriceStream.js | src/shadowLong/shadowLongAudit.js | src/telemetry/entryTelemetry.js,src/aesDiscovery/aesDiscoveryAnalytics.js | src/aesDiscovery/aesDiscoveryTelemetry.js | src/app/LongLabApp.jsx | src/export/longTradeExportSchema.js | src/filters/longFilterRegistry.js | src/research/buildLongEntryResearchSnapshot.js | src/research/entrySnapshotProvenance.js | src/scoring/absoluteEntryScore/absoluteEntryScore.features.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.features.js | src/scoring/longCandidateRunner/longCandidateRunner.features.js | src/scoring/longPostFee10/longPostFee10.features.js | src/scoring/postFee10/postFee10.scorer.js
symbol,RETAIN,,100.0,63,2090,234,54,src/aesDiscovery/AesDiscoveryTab.jsx | src/aesDiscovery/aesDiscoveryAnalytics.js | src/aesDiscovery/aesDiscoveryPrefilter.js | src/aesDiscovery/aesDiscoveryQueue.js | src/aesDiscovery/aesDiscoveryShadowEngine.js | src/aesDiscovery/aesDiscoveryTelemetry.js | src/aesDiscovery/aesDiscoveryUniverse.js | src/app/LongLabApp.jsx | src/audits/bestDnaAudit.js | src/components/fees/FeeAuditDrawer.jsx | src/components/fees/FeeBreakdownPopover.jsx | src/entryPolicy/entryPolicy.js | src/export/longBatchExport.js | src/export/runOutcomeRanking.js | src/fees/FeesTab.jsx | src/fees/feeAggregates.js | src/fees/feeLedger.js | src/filters/FiltersTab.jsx | src/filters/components/ExplainMatchDrawer.jsx | src/filters/longCompareMode.js | src/filters/longFilterEngine.js | src/filters/longHighlightEngine.js | src/lifecycle/positionPriceWatchdog.js | src/lifecycle/profitLockStrategy.js | src/marketRegime/marketRegime.asset.js | src/research/normalizeLongEntryFacts.js | src/scoring/postFee10/postFee10.rankings.js | src/scoring/postFee10/postFee10.scorer.js | src/shadowLong/ShadowLongAuditTab.jsx | src/shadowLong/ShadowLongInspectionDrawer.jsx | src/shadowLong/binancePriceStream.js | src/shadowLong/shadowLongAnalytics.js | src/shadowLong/shadowLongAudit.js | src/telemetry/advancedMarketTelemetry.js | src/telemetry/entryTelemetry.js | src/telemetry/rsiTelemetry.js | src/telemetry/trendTelemetry.js,src/aesDiscovery/aesDiscoveryQueue.js | src/aesDiscovery/aesDiscoveryShadowEngine.js | src/aesDiscovery/aesDiscoveryTelemetry.js | src/app/LongLabApp.jsx | src/entryPolicy/entryPolicy.js | src/fees/feeAggregates.js | src/fees/feeLedger.js | src/filters/longHighlightEngine.js | src/lifecycle/positionPriceWatchdog.js | src/lifecycle/profitLockStrategy.js | src/marketContext.js | src/marketRegime/index.js | src/marketRegime/marketRegime.asset.js | src/research/normalizeLongEntryFacts.js | src/scoring/postFee10/postFee10.scorer.js | src/shadowLong/binancePriceStream.js | src/shadowLong/shadowLongAudit.js | src/telemetry/advancedMarketTelemetry.js | src/telemetry/entryTelemetry.js | src/telemetry/rsiTelemetry.js | src/telemetry/trendTelemetry.js | src/vwapFlip/vwapFlipTracker.js,src/aesDiscovery/AesDiscoveryTab.jsx | src/aesDiscovery/aesDiscoveryAnalytics.js | src/app/LongLabApp.jsx | src/export/longTradeExportSchema.js | src/fees/feeExport.js | src/filters/FiltersTab.jsx | src/scoring/postFee10/postFee10.scorer.js | src/shadowLong/ShadowLongAuditTab.jsx | src/ui/CommandPalette.jsx
id,RETAIN,,100.0,100,2000,192,194,src/aesDiscovery/AesDiscoveryTab.jsx | src/aesDiscovery/aesDiscoveryAnalytics.js | src/aesDiscovery/aesDiscoveryQueue.js | src/aesDiscovery/aesDiscoveryShadowEngine.js | src/app/LongLabApp.jsx | src/audits/bestDnaAudit.js | src/export/longBatchExport.js | src/export/runOutcomeRanking.js | src/fees/FeesTab.jsx | src/fees/feeLedger.js | src/filters/FiltersTab.jsx | src/filters/HighlightTab.jsx | src/filters/components/ActiveFilterSummary.jsx | src/filters/components/CockpitToolsPanel.jsx | src/filters/components/ExplainMatchDrawer.jsx | src/filters/components/FilterBuilder.jsx | src/filters/components/WinningSetupsPanel.jsx | src/filters/evaluateLongWinningSetupMatches.js | src/filters/longCompareMode.js | src/filters/longFilterCoverage.js | src/filters/longFilterEngine.js | src/filters/longFilterPresets.js | src/filters/longFilterRegistry.js | src/filters/longFilterState.js | src/filters/longHighlightEngine.js | src/filters/longWinningSetups.js | src/lifecycle/longTradeLifecycle.js | src/lifecycle/profitLockProtection.js | src/research/normalizeLongEntryFacts.js | src/scoring/postFee10/postFee10.rankings.js | src/scoring/postFee10/postFee10.scorer.js | src/shadowLong/ShadowLongAuditTab.jsx | src/shadowLong/shadowLongAudit.js | src/ui/CommandPalette.jsx | src/ui/Toast.jsx,src/aesDiscovery/aesDiscoveryQueue.js | src/aesDiscovery/aesDiscoveryShadowEngine.js | src/app/LongLabApp.jsx | src/export/longBatchExport.js | src/filters/FiltersTab.jsx | src/filters/HighlightTab.jsx | src/filters/longFilterPresets.js | src/filters/longFilterRegistry.js | src/filters/longFilterState.js | src/filters/longHighlightEngine.js | src/filters/longWinningSetups.js | src/lifecycle/longTradeLifecycle.js | src/shadowLong/ShadowLongAuditTab.jsx | src/shadowLong/shadowLongAudit.js | src/ui/CommandPalette.jsx | src/ui/Toast.jsx,src/aesDiscovery/aesDiscoveryAnalytics.js | src/export/longTradeExportSchema.js
longGateScore,RETAIN,,100.0,43,1998,13,3,src/audits/bestDnaLongAuditV2.js | src/combos/longComboRegistry.js | src/filters/components/ExplainMatchDrawer.jsx | src/longGate/sniperLongGateLogOnly.js | src/migrations/migrateLongTradeRecord.js | src/research/buildLongEntryResearchSnapshot.js | src/research/buildLongShadowDecision.js | src/research/longEvidenceSemantics.js,src/longGate/longGateAudit.js | src/research/buildLongEntryResearchSnapshot.js,src/export/longTradeExport.js | src/export/longTradeExportSchema.js | src/filters/longFilterAnalytics.js | src/filters/longFilterRegistry.js | src/migrations/migrateLongTradeRecord.js | src/research/entrySnapshotProvenance.js | src/safety/assertEntrySnapshotConsistency.js
change24h,RETAIN,,100.0,100,1900,19,13,src/app/LongLabApp.jsx | src/audits/topGainerExhaustionAudit.js | src/filters/FiltersTab.jsx | src/longAudits/longEntryDangerAuditLogOnly.js | src/longAudits/topGainerContinuationAudit.js | src/longBuckets/topGainerLongClassifier.js | src/longBuckets/topLoserLongClassifier.js | src/scoring/absoluteEntryScore/absoluteEntryScore.features.js | src/scoring/candidateRunner/candidateRunner.scorer.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.features.js | src/shadowLong/shadowLongAudit.js | src/telemetry/entryTelemetry.js,src/aesDiscovery/aesDiscoveryTelemetry.js | src/app/LongLabApp.jsx | src/research/longPreviewScorers.js | src/scoring/absoluteEntryScore/absoluteEntryScore.features.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.features.js | src/shadowLong/shadowLongAudit.js | src/telemetry/entryTelemetry.js,src/aesDiscovery/AesDiscoveryTab.jsx | src/app/LongLabApp.jsx | src/export/longTradeExportSchema.js | src/filters/FiltersTab.jsx | src/filters/longFilterRegistry.js | src/scoring/absoluteEntryScore/absoluteEntryScore.features.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.features.js
cvdLabel,RETAIN,,100.0,3,1900,166,15,src/aesDiscovery/AesDiscoveryTab.jsx | src/aesDiscovery/aesDiscoveryAnalytics.js | src/aesDiscovery/aesDiscoveryLabels.js | src/aesDiscovery/aesDiscoveryScore.js | src/aesDiscovery/aesDiscoveryShadowEngine.js | src/app/LongLabApp.jsx | src/audits/bestDnaAudit.js | src/audits/longRunnerCaptureAudit.js | src/audits/topGainerExhaustionAudit.js | src/entryPolicy/evaluateEntryPolicyLogOnly.js | src/entryPolicy/gainerDiagnosticGate.js | src/entryPolicy/longAuditDangerLogOnly.js | src/entryPolicy/loserDiagnosticGate.js | src/entryPolicy/sniperShortGateLogOnly.js | src/exitProfiles/dynamicExitProfiles.js | src/fees/profitLockTelemetry.js | src/funding/fundingLabels.js | src/liveExitAudit/liveExitAudit.signals.js | src/longAudits/longEntryDangerAuditLogOnly.js | src/longAudits/shortPressureDangerLogOnly.js | src/longAudits/topGainerContinuationAudit.js | src/longAudits/topLoserReversalAudit.js | src/longBuckets/topGainerLongClassifier.js | src/longBuckets/topLoserLongClassifier.js | src/longGate/longGateAudit.js | src/longGate/sniperLongGateLogOnly.js | src/research/longEvidenceSemantics.js | src/research/longPreviewScorers.js | src/research/longWinningSignals.js | src/research/normalizeLongEntryFacts.js | src/scoring/absoluteEntryScore/absoluteEntryScore.features.js | src/scoring/absoluteEntryScore/absoluteEntryScore.legacy-v2.js | src/scoring/absoluteEntryScore/absoluteEntryScore.scorer.js | src/scoring/candidateRunner/candidateRunner.scorer.js | src/scoring/executionRankScoreLogOnly.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.features.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.scorer.js | src/scoring/longCandidateRunner/longCandidateRunner.features.js | src/scoring/longPostFee10/longPostFee10.features.js | src/scoring/postFee10/postFee10.scorer.js | src/shadowLong/ShadowLongInspectionDrawer.jsx | src/shadowLong/shadowLongAnalytics.js | src/shadowLong/shadowLongAudit.js | src/shadowLong/shadowLongFilters.js | src/telemetry/entryTelemetry.js | src/vwapFlip/vwapFlipState.js | src/vwapFlip/vwapFlipTracker.js,src/aesDiscovery/aesDiscoveryShadowEngine.js | src/app/LongLabApp.jsx | src/longGate/longGateAudit.js | src/scoring/absoluteEntryScore/absoluteEntryScore.features.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.features.js | src/scoring/postFee10/postFee10.scorer.js | src/shadowLong/shadowLongAudit.js | src/telemetry/entryTelemetry.js | src/vwapFlip/vwapFlipTracker.js,src/aesDiscovery/aesDiscoveryAnalytics.js | src/aesDiscovery/aesDiscoveryTelemetry.js | src/export/longTradeExportSchema.js | src/longAudits/topGainerContinuationAudit.js | src/longAudits/topLoserReversalAudit.js | src/research/normalizeLongEntryFacts.js | src/scoring/absoluteEntryScore/absoluteEntryScore.features.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.features.js | src/scoring/postFee10/postFee10.scorer.js
longAesScore,RETAIN,,100.0,52,1877,15,3,src/entryPolicy/evaluateEntryPolicyLogOnly.js | src/entryPolicy/gainerDiagnosticGate.js | src/filters/components/ExplainMatchDrawer.jsx | src/migrations/migrateLongTradeRecord.js | src/research/buildLongEntryResearchSnapshot.js | src/research/buildLongShadowDecision.js | src/scoring/executionRankScoreLogOnly.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.scorer.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.v2Shadow.js,src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.scorer.js,src/export/longTradeExport.js | src/export/longTradeExportSchema.js | src/filters/longFilterAnalytics.js | src/filters/longFilterRegistry.js | src/migrations/migrateLongTradeRecord.js | src/research/entrySnapshotProvenance.js | src/safety/assertEntrySnapshotConsistency.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.scorer.js
volAccel,RETAIN,,100.0,100,1845,29,13,src/app/LongLabApp.jsx | src/audits/bestDnaAudit.js | src/audits/bestDnaLongAudit.js | src/audits/bestDnaLongAuditV2.js | src/audits/topGainerExhaustionAudit.js | src/research/longPreviewScorers.js | src/scoring/absoluteEntryScore/absoluteEntryScore.features.js | src/scoring/absoluteEntryScore/absoluteEntryScore.legacy-v2.js | src/scoring/absoluteEntryScore/absoluteEntryScore.scorer.js | src/scoring/candidateRunner/candidateRunner.scorer.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.features.js | src/scoring/postFee10/postFee10.scorer.js | src/telemetry/entryTelemetry.js,src/app/LongLabApp.jsx | src/research/longPreviewScorers.js | src/scoring/absoluteEntryScore/absoluteEntryScore.features.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.features.js | src/scoring/postFee10/postFee10.scorer.js | src/telemetry/entryTelemetry.js,src/app/LongLabApp.jsx | src/export/longTradeExportSchema.js | src/filters/longFilterRegistry.js | src/scoring/absoluteEntryScore/absoluteEntryScore.features.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.features.js
autoRunCycle,RETAIN,,100.0,2,1800,3,6,src/app/LongLabApp.jsx,src/app/LongLabApp.jsx,src/export/longTradeExportSchema.js
runNormRank,RETAIN,,100.0,50,1782,2,7,src/audits/bestDnaAudit.js | src/export/longBestDnaExport.js,src/audits/bestDnaAudit.js | src/export/longBestDnaExport.js | src/export/runOutcomeRanking.js | src/outcomes/longPostFee10Support.js,src/audits/bestDnaAudit.js | src/export/longBestDnaExport.js | src/export/longTradeExportSchema.js
atrPct,RETAIN,,100.0,100,1681,96,21,src/aesDiscovery/AesDiscoveryTab.jsx | src/aesDiscovery/aesDiscoveryAnalytics.js | src/aesDiscovery/aesDiscoveryLabels.js | src/aesDiscovery/aesDiscoveryScore.js | src/aesDiscovery/aesDiscoveryShadowEngine.js | src/app/LongLabApp.jsx | src/audits/bestDnaAudit.js | src/audits/bestDnaLongAudit.js | src/audits/bestDnaLongAuditV2.js | src/components/MarketRegimeDetails.jsx | src/entryPolicy/evaluateEntryPolicyLogOnly.js | src/entryPolicy/gainerDiagnosticGate.js | src/entryPolicy/loserDiagnosticGate.js | src/entryPolicy/sniperShortGateLogOnly.js | src/longAudits/longEntryDangerAuditLogOnly.js | src/longAudits/topLoserReversalAudit.js | src/longBuckets/topLoserLongClassifier.js | src/longGate/longGateAudit.js | src/longGate/sniperLongGateLogOnly.js | src/marketRegime/marketRegime.asset.js | src/marketRegime/marketRegime.labels.js | src/research/longEvidenceSemantics.js | src/research/longPreviewScorers.js | src/research/normalizeLongEntryFacts.js | src/scoring/absoluteEntryScore/absoluteEntryScore.features.js | src/scoring/absoluteEntryScore/absoluteEntryScore.legacy-v2.js | src/scoring/absoluteEntryScore/absoluteEntryScore.scorer.js | src/scoring/candidateRunner/candidateRunner.scorer.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.features.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.scorer.js | src/scoring/longCandidateRunner/longCandidateRunner.features.js | src/scoring/longPostFee10/longPostFee10.features.js | src/scoring/postFee10/postFee10.scorer.js | src/shadowLong/ShadowLongAuditTab.jsx | src/shadowLong/ShadowLongInspectionDrawer.jsx | src/shadowLong/shadowLongAnalytics.js | src/shadowLong/shadowLongAudit.js | src/shadowLong/shadowLongFilters.js | src/telemetry/entryTelemetry.js,src/aesDiscovery/aesDiscoveryShadowEngine.js | src/app/LongLabApp.jsx | src/marketRegime/marketRegime.asset.js | src/marketRegime/marketRegime.indicators.js | src/research/longPreviewScorers.js | src/research/normalizeLongEntryFacts.js | src/scoring/absoluteEntryScore/absoluteEntryScore.features.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.features.js | src/scoring/postFee10/postFee10.scorer.js | src/shadowLong/shadowLongAudit.js | src/telemetry/entryTelemetry.js,src/aesDiscovery/aesDiscoveryAnalytics.js | src/aesDiscovery/aesDiscoveryTelemetry.js | src/app/LongLabApp.jsx | src/export/longTradeExportSchema.js | src/filters/longFilterRegistry.js | src/research/buildLongEntryResearchSnapshot.js | src/research/entrySnapshotProvenance.js | src/scoring/absoluteEntryScore/absoluteEntryScore.features.js | src/scoring/absoluteEntryScore/absoluteEntryScore.labels.js | src/scoring/absoluteEntryScore/absoluteEntryScore.scorer.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.features.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.labels.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.scorer.js | src/scoring/longCandidateRunner/longCandidateRunner.features.js | src/scoring/longPostFee10/longPostFee10.features.js | src/scoring/postFee10/postFee10.scorer.js | src/shadowLong/ShadowLongAuditTab.jsx
holdMs,RETAIN,,100.0,89,1663,6,4,src/app/LongLabApp.jsx | src/lifecycle/openPositionLifecycle.js,src/app/LongLabApp.jsx | src/storage/storageKeys.js,src/export/longTradeExportSchema.js
entryRank,RETAIN,,100.0,25,1564,33,11,src/app/LongLabApp.jsx | src/audits/bestDnaAudit.js | src/audits/bestDnaLongAudit.js | src/audits/topGainerExhaustionAudit.js | src/entryPolicy/loserDiagnosticGate.js | src/entryPolicy/sniperShortGateLogOnly.js | src/filters/FiltersTab.jsx | src/longBuckets/topLoserLongClassifier.js | src/longGate/sniperLongGateLogOnly.js | src/scoring/absoluteEntryScore/absoluteEntryScore.features.js | src/scoring/absoluteEntryScore/absoluteEntryScore.legacy-v2.js | src/scoring/candidateRunner/candidateRunner.scorer.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.features.js | src/scoring/postFee10/postFee10.scorer.js | src/shadowLong/ShadowLongInspectionDrawer.jsx | src/shadowLong/shadowLongAudit.js | src/telemetry/entryTelemetry.js,src/app/LongLabApp.jsx | src/research/longPreviewScorers.js | src/scoring/absoluteEntryScore/absoluteEntryScore.features.js | src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.features.js | src/scoring/postFee10/postFee10.scorer.js | src/shadowLong/shadowLongAudit.js | src/telemetry/entryTelemetry.js,src/aesDiscovery/AesDiscoveryTab.jsx | src/app/LongLabApp.jsx | src/export/longTradeExportSchema.js | src/filters/FiltersTab.jsx | src/filters/longFilterRegistry.js | src/scoring/postFee10/postFee10.scorer.js
leverage,RETAIN,,100.0,1,1400,82,24,src/app/LongLabApp.jsx | src/audits/bestDnaAudit.js | src/audits/topGainerExhaustionAudit.js | src/components/fees/FeeAuditDrawer.jsx | src/components/fees/FeeBreakdownPopover.jsx | src/components/fees/FeeModelInspector.jsx | src/components/fees/FeeModelStrip.jsx | src/exitProfiles/dynamicExitProfiles.js | src/export/runOutcomeRanking.js | src/fees/FeesTab.jsx | src/fees/feeAccounting.js | src/fees/feeAggregates.js | src/fees/feeLabels.js | src/fees/feeLedger.js | src/fees/feeMigration.js | src/fees/feeSafeProfitLock.js | src/fees/feeSelectors.js | src/fees/profitLockTelemetry.js | src/lifecycle/longTradeLifecycle.js | src/lifecycle/openPositionLifecycle.js | src/lifecycle/profitLockProtection.js | src/lifecycle/profitLockStrategy.js | src/lifecycle/tradeFinalization.js | src/outcomes/longPostFee10Support.js | src/research/normalizeLongEntryFacts.js | src/scoring/postFee10/postFee10.live-monitor.js | src/scoring/postFee10/postFee10.outcomes.js | src/sessionHealth/sessionHealth.metrics.js | src/shadowLong/shadowLongAudit.js | src/telemetry/feeTelemetry.js,src/app/LongLabApp.jsx | src/exitProfiles/dynamicExitProfiles.js | src/fees/feeAccounting.js | src/fees/feeAggregates.js | src/fees/feeLedger.js | src/fees/feeMigration.js | src/fees/feeSafeProfitLock.js | src/lifecycle/profitLockStrategy.js | src/research/normalizeLongEntryFacts.js | src/sessionHealth/sessionHealth.metrics.js | src/telemetry/feeTelemetry.js,src/export/longTradeExportSchema.js | src/fees/feeExport.js | src/filters/longCompareMode.js | src/research/buildLongEntryResearchSnapshot.js | src/research/entrySnapshotProvenance.js
utcHour,RETAIN,,100.0,1,1300,2,3,src/app/LongLabApp.jsx,src/app/LongLabApp.jsx,src/aesDiscovery/aesDiscoveryAnalytics.js | src/app/LongLabApp.jsx | src/export/longTradeExportSchema.js
run,RETAIN,,100.0,2,1050,51,11,src/app/LongLabApp.jsx | src/audits/bestDnaAudit.js | src/export/longBatchExport.js | src/export/longTradeExportSchema.js | src/export/runOutcomeRanking.js | src/fees/FeesTab.jsx | src/fees/feeAggregates.js | src/fees/feeLedger.js | src/filters/FiltersTab.jsx | src/filters/filterAnalytics.js | src/filters/longFilterAnalytics.js | src/filters/longHighlightEngine.js | src/research/normalizeLongEntryFacts.js | src/scoring/postFee10/postFee10.analytics.js | src/scoring/postFee10/postFee10.rankings.js | src/scoring/postFee10/postFee10.scorer.js | src/shadowLong/shadowLongAudit.js,src/app/LongLabApp.jsx | src/export/longBatchExport.js | src/filters/filterAnalytics.js | src/filters/longHighlightEngine.js | src/storage/storageKeys.js,src/app/LongLabApp.jsx | src/export/longTradeExportSchema.js | src/fees/feeExport.js | src/filters/FiltersTab.jsx | src/scoring/postFee10/postFee10.analytics.js | src/ui/CommandPalette.jsx
longAesV2NegativeContributions,REVIEW,,100.0,88,32045,0,1,,src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.v2Shadow.js,src/export/longTradeExportSchema.js
longAesV2PositiveContributions,REVIEW,,100.0,80,26366,0,1,,src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.v2Shadow.js,src/export/longTradeExportSchema.js
bestDnaLongV2Contributions,REVIEW,,100.0,72,19900,0,1,,src/audits/bestDnaLongAuditV2.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
bestDnaLongV2Penalties,REVIEW,,100.0,69,16710,0,1,,src/audits/bestDnaLongAuditV2.js,src/export/longTradeExportSchema.js
longShadowBlockReasons,REVIEW,,100.0,6,10547,0,1,,src/research/buildLongEntryResearchSnapshot.js,src/export/longTradeExportSchema.js | src/filters/FiltersTab.jsx | src/filters/longFilterSnapshot.js
bestDnaLongV2PositiveGenes,REVIEW,,100.0,40,10136,0,1,,src/audits/bestDnaLongAuditV2.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
bestDnaLongV2PenaltyGenes,REVIEW,,100.0,38,9314,0,1,,src/audits/bestDnaLongAuditV2.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
longShadowPositiveReasons,REVIEW,,100.0,10,8937,0,1,,src/research/buildLongEntryResearchSnapshot.js,src/export/longTradeExportSchema.js | src/filters/FiltersTab.jsx | src/filters/longFilterSnapshot.js
longShadowCautionReasons,REVIEW,,100.0,3,8648,0,1,,src/research/buildLongEntryResearchSnapshot.js,src/export/longTradeExportSchema.js | src/filters/FiltersTab.jsx | src/filters/longFilterSnapshot.js
longWinningSetupMatchedIds,REVIEW,,100.0,15,8255,0,1,,src/filters/evaluateLongWinningSetupMatches.js,src/export/longBatchExport.js | src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
longMarketContextComputedLabel,REVIEW,,100.0,1,6500,0,1,,src/marketRegime/normalizeLongMarketContext.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
longAesV2Version,REVIEW,,100.0,1,6300,0,1,,src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.v2Shadow.js,src/export/longTradeExportSchema.js
longFilterSnapshotSource,REVIEW,,100.0,1,6100,0,2,,src/filters/longFilterSnapshot.js | src/research/buildLongEntryResearchSnapshot.js,src/export/longTradeExportSchema.js
bestDnaLongV2Version,REVIEW,,100.0,1,5800,0,1,,src/audits/bestDnaLongAuditV2.js,src/export/longTradeExportSchema.js
longStrategicContextLabel,REVIEW,,100.0,1,5500,0,1,,src/marketRegime/normalizeLongMarketContext.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockRecommendationReasons,REVIEW,,80.0,6,5457,0,2,,src/fees/profitLockTelemetry.js,src/export/longTradeExportSchema.js
longTacticalContextLabel,REVIEW,,100.0,1,5300,0,1,,src/marketRegime/normalizeLongMarketContext.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockProtectionModeHonestLabel,REVIEW,,47.0,2,5246,0,1,,src/lifecycle/profitLockProtection.js,src/export/longTradeExportSchema.js
positionLifecycleRestFallbackStatus,REVIEW,,100.0,1,5200,0,2,,src/app/LongLabApp.jsx,src/export/longTradeExportSchema.js
bestDnaLongV2StrictDirectionalConfirmation,REVIEW,,100.0,2,5197,0,1,,src/audits/bestDnaLongAuditV2.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
longAesTierV2Shadow,REVIEW,,100.0,6,5122,0,1,,src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.v2Shadow.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
marketContextExpectedLongEffect,REVIEW,,100.0,1,5100,0,1,,src/marketRegime/normalizeLongMarketContext.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
bestDnaLongTierV2Shadow,REVIEW,,100.0,6,5099,0,1,,src/audits/bestDnaLongAuditV2.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
entrySnapshotMarketDataTimestamp,REVIEW,,100.0,4,5000,0,1,,src/research/entrySnapshotProvenance.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
positionLifecycleLastHeartbeatAt,REVIEW,,100.0,89,5000,0,1,,src/app/LongLabApp.jsx,src/export/longTradeExportSchema.js
profitLockCloseBlockedByPositivePnlGuard,REVIEW,,100.0,1,5000,0,2,,src/lifecycle/profitLockProtection.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockFloorBreachedWhilePositionOpen,REVIEW,,100.0,2,4968,0,2,,src/lifecycle/profitLockProtection.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
